Last Name,First/Middle Name,Alias,Gender,Age,Color,Day,Month,Year,City,County,State,Child,Literate,Armed,Trasportation,Enslaver,Reward
Lee,Charles,Thomas Bushier,M,null,null,3,Apr,1853,Baltimore,Baltimore,MD,null,null,null,Foot,George Stewart,null
Murray ,Gracie,Sophia Sims,F,null,null,3,Apr,1853,Baltimore,Baltimore,MD,null,null,null,Foot,George Stewart,null
Pipkins,Louisa,Elizabeth Brit,F,null,null,3,Apr,1853,Baltimore,Baltimore,MD,null,null,null,Foot,George Stewart,null
Whiting,Ralph,null,M,26,B,null,Jun,1855,Norfolk,Norfolk,VA,null,null,null,null,"George W. Kemp, Esq.",null
Jackson,Peter,Staunch Tilghman,M,null,null,29,Dec,1854,Bucktown,Dorchester,MD,null,null,null,null,George Wenthrop,null
Jordan,William,William Price,M,null,null,25,Dec,1854,null,Bertie,NC,X,null,null,Foot,Governor Badger of North Caroina,null
Dungy,John William,null,M,27,B,null,Feb,1860,Richmond,Henrico,VA,null,null,null,null,Governor Gregory,null
Henry,Joseph,null,M,17,null,null,null,1860,null,Queen Annes,MD,X,null,null,null,Greenberry Parker,null
Waters,John,null,M,40,B,null,null,1859,Tapps' Neck,null,MD,null,null,null,null,H. Lynch,null
Wilson,Lewis,null,M,50,null,null,null,1859,Tapps' Neck,null,MD,null,null,null,null,H. Lynch,null
White,William B. ,null,M,36,B,23,Apr,1854,Richmond,Henrico,VA,null,null,null,Steamer,H.B. Dickinson,null
Anderson,George,Henry Jones,M,19,null,16,Dec,1854,Herberts Crossroads,null,null,null,null,null,null,Harom Stump,100 in state
Smith,Stafford,null,M,null,null,null,null,1860,null,Westmoreland,VA,null,null,null,null,Harriet Parker,null
Campbell,Frank,null,M,null,B,null,null,1858,null,null,null,null,null,null,null,Henry Campbell,null
Allen,William,William Parnet,M,null,null,10,Feb,1853,Perryville,Caroline,MD,null,null,null,null,Henry Chamberlin,null
Fidget,Isaac,null,M,30,B,17,Nov,1855,Berlin,Worcester,MD,null,null,null,null,Henry Fidget,null
Taylor,Benjamin,null,M,null,null,null,Mar,1856,Haggerstown,Washington,MD,null,null,null,Horse & Carriage,Henry Fiery,null
Taylor,Otho,null,M,null,null,null,Mar,1856,Haggerstown,Washington,MD,null,null,null,Horse & Carriage,Henry Fiery,null
Taylor,Owen,null,M,31,null,null,Mar,1856,Haggerstown,Washington,MD,null,null,null,Horse & Carriage,Henry Fiery,null
White,Robert,null,M,35,null,25,Sept,1854,Norfolk,Norfolk,VA,null,null,null,null,Henry Handy,null
Stewart,Susan,null,F,null,B,null,null,null,Washington,null,DC,null,null,null,null,Henry Harley,null
Russell,George,null,M,null,B,null,null,1858,Baltimore,Baltimore,MD,null,null,null,null,Henry Harris,null
Graff,Evan,null,M,25,B,null,null,1860,null,Frederick,MD,null,null,null,null,Henry Heart,null
Camper,James,null,M,24,B,24,Oct,1857,Cambridge,Dorchester,MD,null,null,X,null,Henry Hooper,null
Brown,James,null,M,null,null,null,null,1859,North Point,Baltimore,MD,null,null,null,null,Henry Jones,null
Scott,Cornelius,null,M,23,M,null,Mar,1857,Salvington,Stafford,VA,null,null,null,Foot,Henry L. Brooke,null
Fletcher,Benjamin R. ,null,M,27,B,null,Sept,1856,Washington,null,DC,null,null,null,Foot,Henry Martin,null
Miles,Samuel,Robert King,M,31,null,15,Aug,1855,Revel's Neck,Somerset,MD,null,X,null,null,Henry Miles,null
Gross,Charles Henry,null,M,null,null,null,null,1859,Baltimore,Baltimore,MD,null,null,null,null,Henry Slaughter,null
Ringgold,William,null,M,null,null,null,null,null,Baltimore,Baltimore,MD,null,null,null,Foot,Henry Wallace,null
Boile,Susan,null,F,null,null,null,null,1857,Georgetown,Kent,MD,null,null,null,null,Hezekiah Masten,null
Thompson,John,null,M,19,M,null,null,1857,Huntsville,Madison,AL,null,X,null,Railroad,Hezekiah Thompson,null
Hunt,Orlando J.,null,M,29,B,null,null,1858,Richmond,Henrico,VA,null,null,null,null,High Holser,null
Davis,Daniel,David Smith,M,20,B,12,Apr,1854,Hedgesville,Berkeley,VA,null,null,null,Foot,Hon. Charles J. Fortner,null
Bacon,Abe,null,M,22,B,null,null,1857,null,Cecil,MD,null,null,null,null,Hon. L. McLane,null
Pennington,Tom,null,M,25,B,null,null,1857,null,Cecil,MD,null,null,null,null,Hon. L. McLane,null
Scott,Bill,null,M,21,null,null,null,1857,null,Cecil,MD,null,null,null,null,Hon. L. McLane,null
Scott,Jim,null,M,19,B,null,null,1857,null,Cecil,MD,null,null,null,null,Hon. L. McLane,null
Scott,Sam,null,M,22,null,null,null,1857,null,Cecil,MD,null,null,null,null,Hon. L. McLane,null
Handay,Joshua John,Hamilton Hamby,M,27,null,28,Sept,1856,Eastern Shore,null,MD,null,null,null,null,Isaac Harris,null
Williams,George,null,M,null,null,31,Aug,1855,St. Louis,St. Louis,MO,null,null,null,null,Isaac Hill,null
Houston,George,Charles Robinson,M,null,null,7,Aug,1855,Indian River,Sussex,DE,null,null,null,null,Isaac Houston,null
Johnson,Nelson,Jackson Hall,M,25,null,17,Jul,1854,Deer Creek,Harford,MD,null,null,null,null,Isaac Stansberry,null
Tonnell ,null,null,M,7,null,null,Dec,1853,Georgetown,Sussex,DE,X,null,null,null,Isaac Tom,null
Tonnell ,Rose Anna,Maria Hide,F,null,null,null,Dec,1853,Georgetown,Sussex,DE,null,null,null,null,Isaac Tom,null
Unidentified,null,null,F,null,null,3,Mar,1854,Georgetown,Sussex,DE,null,null,null,null,Isaac Tom,null
Unidentified,null,null,M,null,null,3,Mar,1854,Georgetown,Sussex,DE,null,null,null,null,Isaac Tom,null
Smith,Adam,null,M,30,B,22,Aug,1857,Beltsville,Prince Georges,MD,null,null,null,null,Isacc Scaggs,null
Williams,Wesley,null,M,null,null,3,Jan,1857,Warrick,null,MD,null,null,null,null,Jack Jones,null
Hopkins,Sidney,null,M,null,null,null,null,1859,Havre de Grace,Harford,MD,null,null,null,null,Jacob Hoag,null
Henson,James,David Caldwell,M,32,null,null,Aug,1855,Elkton,Cecil,MD,null,null,null,null,Jacob Johnson,null
Hinson,James,David Coldwell,M,32,null,15,Aug,1855,null,Cecil,MD,null,null,null,null,Jacob Johnson,null
Kneeland,Joeseph (sic),Joseph Hudson,M,26,B,14,Nov,1853,null,null,null,null,null,null,null,Jacob Kneeland,null
Patty,Elizabeth,null,F,null,null,16,May,1856,Norfolk,Norfolk,VA,X,null,null,null,Jacob Shuster,null
Patty,Winnie,null,F,22,B,16,May,1856,Norfolk,Norfolk,VA,null,null,null,null,Jacob Shuster,null
Molock,Francis,Thomas Jackson,M,21,B,28,Sept,1856,Cambridge,Dorchester,MD,null,null,null,null,James A. Waddell,null
Davis,Enoch,null,M,null,null,null,null,1859,Baltimore,Baltimore,MD,null,null,null,null,James Armstrong,null
Johnson,Samuel W.,null,M,27,null,6,Mar,1854,Richmond,Henrico,VA,null,X,null,Steamer,James B. Fsoter,null
Hall,John,null,M,null,null,null,null,1859,null,null,DE,null,null,null,null,James B. Rodgers,null
Mayo,Harriet,null,F,22,null,1,Jun,1855,Petersburg,Dinwiddle,VA,null,null,null,Schooner,James Cuthbert,null
Hall,John,null,M,31,M,27,Apr,1855,Richmond,Henrico,VA,null,X,null,Schooner,James Dunlap,null
Brown,John,null,M,null,null,null,null,1859,Frederick Mills,Montgomery,MD,null,null,null,null,James Edward Stevens,null
Nelson,Peter,null,M,29,M,null,null,1858,null,Stafford,VA,null,null,null,null,James Ford,null
Smith,Daniel M.,null,M,null,M,11,Sept,1858,Alexandria,Fairfax,VA,null,null,null,null,James Garnett,null
Richards,John Henry,null,M,24,null,31,May,1856,Baltimore,Baltimore,MD,null,null,null,Railroad,James Hodges,null
Ringgold,Charles H.,null,M,null,null,31,May,1856,Baltimore,Baltimore,MD,null,null,null,Railroad,James Hodges,1300
White Lady,null,null,F,null,null,null,null,null,Leesburg,Loudon,VA,null,null,null,null,James Hodges,null
Davis,Samuel,null,M,30,B,14,May,1856,Norfolk,Norfolk,VA,null,null,null,null,James Hurst,null
Mitchell,Cyrus,John Steel,M,26,B,28,Sept,1856,Cambridge,Dorchester,MD,null,null,null,Foot,James K. Lewis,null
Smith,Jeremiah,null,M,26,B,29,Jan,1854,Richmond,Henrico,VA,null,null,null,Steamer,James Kinard,null
Brown,George W. ,James White,M,17,null,8,Sept,1854,null,null,MD,X,null,null,null,James Kinny,null
Hill,John Henry,null,M,25,B,1,Jan,1853,Richmond,Henrico,VA,null,X,null,Steamer,James Mitchell,null
Stewart,Henry,null,M,23,null,19,Jun,1855,Plymouth,Washington,NC,null,null,null,null,James Monroe Woodhouse,null
Green,Lear,null,F,18,B,27,null,null,Baltimore,Baltimore,MD,null,null,null,Chest,James Noble,50 in state/150 out
Green,Anna Maria,null,F,37,null,null,null,1857,Baltimore,Baltimore,MD,null,null,null,null,James Pipper,null
Green,Nathaniel,null,M,20,null,null,null,1857,Baltimore,Baltimore,MD,null,null,null,null,James Pipper,null
Massey,James,null,M,25,B,null,Apr,1857,null,Queen Annes,MD,null,X,X,Foot,James Pittman,null
Trusty,Perry Henry,null,M,31,B,null,null,1857,null,Caroline,null,null,X,null,Foot,James Pittman,null
Watson,James Henry,null,M,20,B,11,Apr,1856,Snowhill,Worcester,MD,null,null,null,null,James Purnell,null
Mitchell,Lemuel,null,M,35,B,2,Feb,1858,null,null,null,null,null,null,null,James R. Lewis,null
Atkinson,John,null,M,31,M,28,Aug,1854,Portsmouth,Norfolk,VA,null,X,null,Steamer,James Ray,null
Hall,Charles,null,M,null,null,null,null,1859,null,null,DE,null,null,null,null,"James Rogers, Sr.",null
Forman,James H.,null,M,23,M,null,un,1855,Norfolk,Norfolk,VA,null,X,null,null,"James Saunders, Esq.",null
Thomas,Alice,null,F,null,null,26,Mar,1853,null,Frederick,MD,null,null,null,null,James Short,null
Taylor,Stephen,null,M,20,null,null,null,null,Sandy Hook,Harford,MD,null,null,null,Foot,James Smithen,null
Bell,Harrison,null,M,40,null,10,Apr,1854,Norfolk,Norfolk,VA,null,null,null,Boat,James Snyder,null
Bennett,Daniel,Henry Washington,M,32,null,1,Jun,1855,Leesburg,Loudon,VA,null,null,null,null,James Taylor,null
Hill,Joseph Henry,null,M,28,null,null,null,1859,Richmond,Henrico,VA,null,null,null,null,"James Thomas, Jr.",null
Banks,Elizabeth,null,F,25,B,17,Aug,1855,Easton,Talbot,MD,null,null,null,null,James Tomlinson,null
Griffen,William,null,M,34,null,24,Oct,1857,Cambridge,Dorchester,MD,null,null,X,null,"James Waters, Esq.",null
Wood,Edward,null,M,null,null,null,null,1859,Drummerstown,Accomac,VA,null,null,null,null,James White,null
Washington,Mark,William Wilson,M,27,null,2,Sept,1854,Hall's Crossroads,null,MD,null,null,null,null,James Worthington,null
Wright,Elizabeth,null,F,32,null,null,null,1857,Laurel,Sussex,MD,null,null,null,null,Jane Cooper,null
Cary,Harrison,null,M,28,M,null,null,null,Washington,null,DC,null,null,null,null,Jane E. Ashley,null
Davis,Isaac D.,null,M,null,null,1,Feb,1855,null,null,MD,null,null,null,null,Jesse Clark,null
Atkinson,Henry,null,M,null,null,23,Apr,1854,Norfolk,Norfolk,VA,null,null,null,null,Jesse Hendrian,null
Grimes,Harry,null,M,46,null,7,Nov,1857,null,null,null,null,null,null,null,Jesse Moore,null
Blockson,Jacob,null,M,27,null,null,null,1858,null,Sussex,DE,null,X,null,null,Jesse W. Paten,null
Brown,Albert,null,M,27,null,7,Sept,1855,Tanners Creek,Norfolk,VA,null,null,null,Boat,John & Henry Holland,null
Brown,Anthony,null,M,29,null,7,Sept,1855,Tanners Creek,Norfolk,VA,null,null,null,Boat,John & Henry Holland,null
Williams,Richard,null,M,null,null,null,null,1859,Richmond,Henrico,VA,null,null,null,null,John A. Smith,null
Green,Zebulon,Samuel Hill,M,18,B,18,Apr,1856,Duck Creek,Baltimore,MD,null,null,null,null,John Appleton,null
Lee,John Edward,null,M,null,null,null,null,1859,null,Harford,MD,null,null,null,null,John B. Slade,null
Boon,Richmond,null,M,22,null,8,Sept,1854,Norfolk,Norfolk,VA,null,null,null,null,John Bodun,null
Johnson,William,null,M,19,B,null,null,1859,Gun Powder Neck,Baltimore,MD,null,null,null,null,John Bosley,null
Buchanan,Jenny,null,F,45,M,null,null,1860,Rockbridge,null,VA,null,null,null,null,John Bower,null
Edwards,Alfred,null,M,22,B,null,null,1859,Tapps' Neck,null,VA,null,null,null,null,John Bryant,null
Cain,James,null,M,35,B,null,null,1857,Hoopesville,Dorchester,MD,null,null,null,null,John Burnham,null
Bailey,William ,null,M,null,B,15,Nov,1856,Easton,Talbot,MD,null,null,null,null,John C. Henry,300 in state
Carr,Daniel,null,M,38,M,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,John C. McBole,null
Chase,John,Daniel Floyd,M,20,B,29,Dec,1854,Cambridge,Dorchester,MD,null,null,null,null,John Campbell Henry,null
Hudson,Ephraim,John Spy,M,22,null,28,Sept,1856,Cambridge,Dorchester,MD,null,null,null,null,John Campbell Henry,null
Conner,Charles,null,M,27,null,null,null,1857,null,Sussex,DE,null,null,null,null,John Chipman,null
Jones,Hill,null,M,19,B,null,null,1856,Middletown,New Castle,DE,null,null,null,null,John Cochran,null
Harper,Thomas,null,M,null,null,null,null,1857,Alexandria,Fairfax,VA,null,null,null,null,John Cowling,null
Eglin,Harriet,null,F,29,null,31,May,1856,Baltimore,Baltimore,MD,null,X,null,null,John Delahay,null
Derrickson,Peter,null,M,24,null,1,Jan,1855,Berlin,Worcester,MD,null,null,null,null,John Derrickson,null
Purnell,Charles,null,M,26,null,1,Jan,1855,Berlin,Worcester,MD,null,null,null,null,John Derrickson,null
Freeman,William Thomas,Ezekiel Chambers,M,16,B,2,Dec,1855,Chestertown,Kent,MD,X,null,null,Railroad,John Dwa,null
Fisher,Robert,null,M,30,B,28,Dec,1854,null,Anne Arundel,MD,null,null,null,null,John Edward Jackson,null
Harris,Nathan,null,M,21,null,28,Dec,1854,null,Anne Arundel,MD,null,null,null,null,John Edward Jackson,null
Boggs,Alexander,Johnson Henson,M,50,B,3,Apr,1854,Baltimore,Baltimore,MD,null,null,null,null,John Emie,null
Ennis,Louisa Caroline,Louisa Hemmin,F,3,null,10,Mar,1854,Georgetown,Sussex,DE,X,null,null,null,John Ennis ,null
Ennis,Lydia Ann,Lydia Ann Hemmin,F,7,null,10,Mar,1854,Georgetown,Sussex,DE,X,null,null,null,John Ennis ,null
Ennis,Mary,Licia Hemmin,F,33,null,10,Mar,1854,Georgetown,Sussex,DE,null,null,null,null,John Ennis ,null
Robinson,William,Thomas Harred,M,28,null,19,Mar,1853,null,Fauguer,VA,null,null,null,null,"John G. Beal, Esq.",null
Bell,Harriet Ann,null,F,14,null,10,Apr,1854,Norfolk,Norfolk,VA,X,null,null,Boat,John G. Hodgson,null
Hackett,Lloyd,Perry Watkins,M,55,M,1,Jan,1855,null,null,MD,null,null,null,Foot,John Griffin,null
Johnson,Wililam H.,John Wesley,M,24,M,1,Jan,1855,null,null,MD,null,null,null,Foot,John Hall,null
Armstead,Moses,null,M,24,B,null,null,1857,Norfolk,Norfolk,VA,null,null,null,null,John Halters,null
Harris,Thomas,null,M,27,null,7,Sept,1857,null,null,VA,null,null,null,null,"John Hatten, Esq.",null
Hall,Romulus,George Weems,M,null,null,null,Mar,1857,Benedict,Charles,MD,null,null,null,Foot,John Henry Southern,null
Harris,Abram,null,M,18,null,null,Mar,1857,Benedict,Charles,MD,null,X,null,Foot,John Henry Southern,null
Pierce,William,null,M,23,B,null,null,null,null,null,MD,null,null,null,null,John Hickol,null
Banks,Jim,null,M,29,M,null,null,1858,Georgetown,null,DC,null,null,null,null,John J. Richards,null
Edmonds,David,null,M,30,null,15,Jan,1855,Petersburg,Dinwiddle,VA,null,null,null,null,John J. Slater,null
Ross,Major,null,M,null,null,null,null,1857,Havre de Grace,Harford,MD,null,null,null,Foot,John Jay,null
Jones,Arthur,null,M,41,B,null,Jun,1855,Norfolk,Norfolk,VA,null,null,null,null,John Jones,null
Ennets,Stephen,null,M,null,null,null,null,1860,null,Dorchester,MD,null,null,null,null,John Kaiger,null
Latham,Major,null,M,44,M,null,Nov,1856,null,null,MC,null,null,null,Schooner,John Latham,null
Caroll,Edward,null,M,21,null,null,null,1858,null,Sussex,MD,null,null,X,null,John Lewis,null
Clexton,Perry,null,M,25,B,null,null,1858,Georgetown,null,DC,null,null,null,null,John M. Williams,null
Dunmore,Henry,null,M,35,B,null,null,1860,Elkton,Cecil,MD,null,null,null,null,John Maldon,null
Harper,Ruth,null,F,null,null,null,null,1858,Frederick,Frederick,MD,null,null,null,null,John McPherson,null
Amby,Nat,null,M,null,B,17,Oct,1857,Cambridge,Dorchester,MD,null,null,X,Foot,John Muir,null
Smith,William Israel,null,M,21,null,4,Aug,1856,Middletown,New Castle,DE,null,null,null,null,John P. Cather,null
Rhoads,null,null,null,8 mos,null,null,null,1857,Perryville,Caroline,MD,X,null,null,Foot,John P. Dellum,null
Rhoads,George,null,M,25,B,null,null,1857,Perryville,Caroline,MD,null,null,null,Foot,John P. Dellum,null
Rhoads,James,null,M,23,B,null,null,1857,Perryville,Caroline,MD,null,null,null,Foot,John P. Dellum,null
Rhoads,Sarah Elizabeth,null,F,17,B,null,null,1857,Perryville,Caroline,MD,null,null,null,Foot,John P. Dellum,null
Williams,null,null,F,null,null,30,Apr,1856,Haven Manor,null,MD,null,null,null,null,John Peak,null
Williams,William,null,M,null,null,30,Apr,1856,Haven Manor,null,MD,null,null,null,null,John Peak,null
Brooks,Adam ,William Smith,M,null,B,20,Jan,1855,Hardtown,Montgomery,MD,null,null,null,null,John Phillips,null
Pitts,Catherine,null,F,null,null,15,Nov,1855,Boslier,null,MD,null,null,null,null,John Pitts,null
Quantence,Pascal,null,M,null,M,null,null,1857,null,Rappahannock,VA,null,null,null,null,John Quantence,100
Burton,Perry,null,M,27,B,null,null,1857,Indian River,Sussex,DE,null,null,null,Foot,John R. Burton,null
Thompson,Robert,null,M,39,null,null,null,1858,Higherstown,null,null,null,null,null,null,John R. Laten,null
Davis,Samuel,Benjamin Johnson,M,35,null,21,Nov,1854,Fairfax,Fairfax,VA,null,null,null,null,John Reed,null
Amos,Anna Elizabeth,Anna Elizabeth Johnson,F,12,null,null,May,1854,Baltimore,Baltimore,MD,X,null,null,null,John S. Giddings,null
Amos,Ann Rebecca,Aann Rebecca Johnson,F,26,null,12,May,1854,Baltimore,Baltimore,MD,null,null,null,null,John S. Giddings,null
Amos,Harriet,Mary Jane Johnson,F,null,M,12,May,1854,Baltimore,Baltimore,MD,null,null,null,Foot,John S. Giddings,null
Amos,Mary Ellen,Mary Ellen Johnson,F,null,null,12,May,1854,Baltimore,Baltimore,MD,X,null,null,null,John S. Giddings,null
Amos,Stephen,Henry Johnson,M,null,null,12,May,1854,null,Prince Georges,MD,null,null,null,Foot,John S. Giddings,null
Amos,William H.,William H. Johnson,M,null,null,12,May,1854,Baltimore,Baltimore,MD,X,null,null,null,John S. Giddings,null
Bowles,Reuben,Rebuen Cunnigan,M,null,null,12,Apr,1854,Hedgesville,Berkeley,VA,null,null,null,Foot,John Sabbard,null
Edwards,David,null,M,30,B,null,Jan,1855,Petersburg,Dinwiddle,MD,null,null,null,null,John Slater,null
Stanton,Philip ,null,M,22,null,null,null,null,null,null,MD,null,null,null,null,John Smith,null
Wilson,Perry,Henry Wilson,M,22,null,10,Oct,1854,Baltimore,Baltimore,MD,null,null,null,null,John Talbot,null
Allison,Edenezer,null,M,null,M,null,null,1858,Richmond,Henrico,VA,null,null,null,null,John Tilghman Foster,null
Homer,Alfred,null,M,22,null,16,Jun,1856,Rockville,Montgomery,MD,null,null,null,null,John W. Anderson,50 in state/100 out
Hollis,Charles Henry,null,M,20,B,null,null,null,Sandy Hook,Harford,MD,null,null,null,Foot,John Webster,null
Garrett,Lucy,Julia Wood,F,19,null,12,May,1854,Western Shore,null,VA,null,null,null,null,John Williams,null
Holden,Levin,null,M,null,null,null,null,1859,Laurel,Sussex,DE,null,null,null,null,Jonathan Bailey,null
Petty,Peter,null,M,24,null,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,Joseph Boukley,null
Jackson,Anna Maria,null,F,40,B,null,Nov,1858,Milford,Sussex,DE,null,null,null,null,Joseph Brown,null
Jackson,Ebenezer T.,null,M,null,null,null,Nov,1858,Milford,Sussex,DE,X,null,null,null,Joseph Brown,null
Jackson,Frances,null,F,null,null,null,Nov,1858,Milford,Sussex,DE,X,null,null,null,Joseph Brown,null
Jackson,John E.,null,M,null,null,null,Nov,1858,Milford,Sussex,DE,X,null,null,null,Joseph Brown,null
Jackson,Mary Ann,null,F,null,null,null,Nov,1858,Milford,Sussex,DE,X,null,null,null,Joseph Brown,null
Jackson,Wilhelmina,null,F,null,null,null,Nov,1858,Milford,Sussex,DE,X,null,null,null,Joseph Brown,null
Jackson,William Albert,null,M,null,null,null,Nov,1858,Milford,Sussex,DE,X,null,null,null,Joseph Brown,null
Jackson,William Henry,null,M,null,null,null,Nov,1858,Milford,Sussex,DE,X,null,null,null,Joseph Brown,null
Jackson,James Henry,null,M,17,null,10,Sept,1858,Frederica,Kent,DE,X,null,null,null,Joseph Brown,200 in state/100 out
Edwards,David,null,M,24,B,null,null,1860,Patapsco River,Howard,MD,null,null,null,null,Joseph Bryant,null
Peck,Lewis,null,M,null,B,null,null,1860,Patapsco River,Howard,MD,null,null,null,null,Joseph Bryant,null
Stinger,John,null,M,40,M,24,Oct,1857,Portsmouth,Norfolk,VA,null,null,null,Skiff,Joseph Carter ,null
Swan,Stebney,null,M,34,M,24,Oct,1857,Portsmouth,Norfolk,VA,null,X,null,Skiff,Joseph Carter ,null
Gross,Peter,null,M,39,B,10,Sept,1858,null,Culbert,MD,null,null,null,null,Joseph Griffiss,null
Gross,Samuel,null,M,40,null,10,Sept,1858,George Island,Port Republic,MD,null,null,null,null,Joseph Griffiss,null
Janney,John,null,M,22,null,10,Sept,1858,null,Culbert,MD,null,null,null,null,Joseph Griffiss,200 in state/100 out
Mills,Sarah Ann,null,F,16,null,null,null,1859,Haggerstown,Washington,MD,X,null,null,null,Joseph O'Neil,null
Brown,John,Jacob Williams,M,null,null,3,Apr,1854,Frederickstown,Cecil,MD,null,null,null,null,Joseph Postly,null
Davis,William,null,M,31,M,13,Dec,1853,Portsmouth,Norfolk,VA,null,null,null,null,Joseph Reynolds,null
Dauphus,Etna Elizabeth,null,F,20,B,null,null,1858,null,Queen Annes,MD,null,null,null,null,Joshua Duvall,null
Jones,Catharine,null,F,24,B,null,null,1858,null,Queen Annes,MD,null,null,null,null,Joshua Duvall,null
Jones,William Henry,null,M,2,null,null,null,1858,null,Queen Annes,MD,X,null,null,null,Joshua Duvall,null
Washington,George Nelson,null,M,19,null,null,null,1858,null,Queen Annes,MD,null,null,null,null,Joshua Duvall,null
Griffin,James,Thomas Brown,M,31,B,20,Dec,1855,Baltimore,Baltimore,MD,null,null,null,null,Joshua Hitch,null
Roach,John,null,M,33,null,null,null,1859,Seaford,Sussex,DE,null,null,null,Foot,Joshua O'Bear,null
null,David,null,M,27,null,31,May,1856,Leesburg,Loudon,VA,null,null,null,Horse & Carriage,Joshua Pusey,null
Lewis,David,null,M,27,null,3,Jun,1856,Leesburg,Loudon,VA,null,null,null,null,Joshua Pussey,null
Atkinson,Anthony,null,M,36,M,1,Aug,1855,Norfolk,Norfolk,VA,null,null,null,null,Josiah Wells,null
Collins,Nathaniel,null,M,25,B,null,null,1857,Cambridge,Dorchester,MD,null,null,null,null,Josiah Wilson,null
Henry,Thomas,null,M,26,B,null,null,1857,Cambridge,Dorchester,MD,null,null,null,Foot,Josian Wilson,null
Wood,John,null,M,28,null,null,null,1857,Unionville,Frederick,MD,null,X,null,null,Judge Birch,null
Fuller,Harriet,null,F,null,null,null,null,1859,Chestertown,Kent,MD,null,null,null,null,Judge Chambers,null
Wooden,William,William Nelson,M,23,B,21,May,1854,Georgetown,Sussex,DE,null,null,null,null,Judge Wooden,null
Mason,James,null,M,24,null,null,null,1858,Petersburg,Dinwiddle,VA,null,X,null,null,Judith Burton,null
Brown,Stepney,null,M,34,B,null,null,1859,Richmond,Henrico,VA,null,null,null,null,Julia A. Mitchell,null
Weems,John,Jack Herring,M,null,null,null,null,1858,null,null,DE,null,null,null,null,Kendall B. Herring,null
Lazarus,James,null,M,null,null,null,null,1859,Laurel,Sussex,DE,null,null,null,null,Kendall Major Lewis,null
Conner,null,null,F,null,null,null,null,1859,Laurel,Sussex,DE,null,null,null,null,Kendall Major Llewis,null
Conner,null,null,null,null,null,null,null,1859,Laurel,Sussex,DE,X,null,null,null,Kendall Major Llewis,null
Conner,Dennis B.,null,M,null,null,null,null,1859,Laurel,Sussex,DE,null,null,null,null,Kendall Major Llewis,null
Conner,Major Lewis,null,M,null,null,null,null,1859,Laurel,Sussex,DE,null,null,null,null,Kendall Major Llewis,null
Conner,Peter,null,M,null,null,null,null,1859,Laurel,Sussex,DE,null,null,null,null,Kendall Major Llewis,null
Conner,William J.,null,M,null,null,null,null,1859,Laurel,Sussex,DE,null,null,null,null,Kendall Major Llewis,null
Cannon,Ansel,null,M,25,B,null,null,1859,New Market,Dorchester,MD,null,null,null,null,Kitty Cannon,null
Bell,Louisa,null,F,28,B,22,Jun,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,L. Stasson,null
Parker,Levin,null,M,22,B,24,Oct,1857,Cambridge,Dorchester,MD,null,null,null,null,Lawrence G. Colson,null
Hall,Rebecca,null,F,17,null,4,Aug,1855,Baltimore,Baltimore,MD,X,null,null,null,Lawyer Magill,null
Williams,Hanson,null,M,40,B,11,Sept,1858,Washington,null,DC,null,null,null,null,Levi Pumphrey,100
Young,Gusta,null,M,21,B,11,Sept,1858,Washington,null,DC,null,null,X,null,Levi Pumphrey,100
Moor,Henry,null,M,30,B,24,Oct,1857,Cambridge,Dorchester,MD,null,null,X,Foot,Levin Dale,null
Brown,Jacob,null,M,20,B,null,null,1856,null,null,NC,null,null,null,Boat,Lewis Brown,null
Chiles,Lewis,null,M,null,null,2,Jun,1855,Richmond,Henrico,VA,null,null,null,null,Lewis Hill ,null
Ross,George,John Brown,M,26,null,29,Dec,1854,Horses Crossroads,null,DE,null,null,null,null,Lewis N. Wright,null
Thompson,William,null,M,null,null,29,Dec,1854,Horses Crossroads,null,DE,null,null,null,null,Lewis N. Wright,null
Hogg,William,John Smith,M,25,null,26,Apr,1854,Baltimore,Baltimore,MD,null,null,null,Foot,Lewis Roberts,null
Tatum,Alan,null,M,30,B,20,Nov,1855,Norfolk,Norfolk,VA,null,null,null,Schooner,Lovey White,null
Lee,John,null,M,null,null,10,Aug,1854,Fayetteville,null,NC,null,null,null,null,Luke Gaines,null
Wanzer,Frank,Robert Scott,M,25,M,24,Dec,1855,Alder,Loudon,VA,null,null,X,Horse & Carriage,Luther Sullivan,null
Brown,William,null,M,36,null,null,null,1860,Baltimore,Baltimore,MD,null,null,null,null,Lynchum,null
Payne,Daniel,null,M,null,null,1,Jun,1855,Richmond,Henrico,VA,null,null,null,null,M.M. Morris,null
Hilton,Elijah,null,M,27,null,14,Jul,1857,null,Chesterfield,VA,null,X,null,Foot,Major Edward Johnson,500
White,Tucker,null,M,null,null,null,Dec,1854,Dinwiddle,Dinwiddle,VA,null,null,null,null,Major Isaac Rooney,null
Brown,Chaskey,null,M,24,B,null,null,null,Chestertown,Kent,MD,null,null,null,Foot,Major James H. Gales,1200
Hall,Jacob,Henry Thomas,M,20,null,8,Dec,1855,Ladies Manor,Haverford,MD,null,null,null,Horseback,Major William Hutchins,null
Govan,William,null,M,33,B,null,Aug,1855,Petersburg,Dinwiddle,VA,null,null,null,Schooner,"Mark Davis, Esq.",null
